Name,Device Type,Device MAC,Associated To Mac,Associated To Hostname,IPv4 Address,IPv6 Address,User Name,Wlan,Channel,RF-Domain,Vlan,OS,Authentication,Encryption,BSSID
zdk02-4g02,Intel Corp,14-AB-C5-E0-E8-A9,84-24-8D-1A-2F-40,AP3295-1A2F40,10.172.9.177,fe80::456c:e16f:4417:4e04,host/zdk02-4g02.ds.mot.com,LAB-Wireless,44,EMEAZDK02,986,Unknown,eap,ccmp,84-24-8D-39-46-20
zdk02-4f99,Intel Corp,14-AB-C5-E1-2B-0C,84-24-8D-1A-2F-40,AP3295-1A2F40,10.172.10.50,N/A,host/ZDK02-4F99.ds.mot.com,LAB-Wireless,44,EMEAZDK02,986,Unknown,eap,ccmp,84-24-8D-39-46-20
zuk02-10-267,Intel Corp,14-AB-C5-E1-2C-2E,84-24-8D-1A-2F-C0,AP3307-1A2FC0,10.132.49.246,fe80::1cbb:bd4b:c410:20b6,host/zuk02-10-267.ds.mot.com,LAB-Wireless,44,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-4A-C0
MKBD43-01,Intel Corp,14-AB-C5-E2-1D-00,84-24-8D-1B-72-70,AP4070-1B7A04,10.228.5.26,fe80::bc79:ba54:4ded:2425,host/MKBD43-01.ds.mot.com,LAB-Wireless,1,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-3F-83-50
MDQK63-01,Intel Corp,14-AB-C5-E2-1D-14,84-24-8D-1B-7A-CC,AP4075-1B7ACC,10.228.14.127,fe80::b181:c375:5dc7:40d9,host/MDQK63-01.ds.mot.com,LAB-Wireless,44,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-13-D0
WPHB64-01,Intel Corp,14-AB-C5-E2-98-98,84-24-8D-1B-7F-50,AP4163-1B7F50,10.228.31.34,fe80::b97d:ad94:3262:ada0,host/WPHB64-01.ds.mot.com,LAB-Wireless,149,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-85-70
MFPQ64-01,Intel Corp,14-AB-C5-E2-98-D4,84-24-8D-1B-7A-58,AP4080-1B7A58,10.228.0.70,fe80::b087:d2b4:997b:3e86,host/MFPQ64-01.ds.mot.com,LAB-Wireless,157,ASIAZMY33,986,Unknown,eap,ccmp,84-24-8D-40-48-30
ZWG39-5042,Intel Corp,14-AB-C5-E3-5E-45,84-24-8D-1B-86-50,AP3107-1B8650,10.169.61.75,fe80::8dad:5e34:59b3:dd7,host/ZWG39-5042.ds.mot.com,LAB-Wireless,36,EMEAZWG39,986,Unknown,eap,ccmp,84-24-8D-42-6D-10
zuk02-10-209,Intel Corp,14-AB-C5-E4-7B-45,84-24-8D-1A-2E-6C,AP3258-1A2E6C,10.132.52.69,fe80::6146:dcab:72ac:34ae,host/ZUK02-10-209.ds.mot.com,LAB-Wireless,36,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-2B-A0
zuk02-10-268,Intel Corp,14-AB-C5-E4-80-72,84-24-8D-1A-30-28,AP3222-1A3028,10.132.48.94,N/A,CTHQ38@motorolasolutions.com,LAB-Wireless,44,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-39-53-10
zuk02-10-261,Intel Corp,14-AB-C5-E4-82-48,84-24-8D-1A-2E-A0,AP3213-1A2EA0,10.132.52.193,fe80::34f7:b27a:a2c3:a985,host/zuk02-10-261.ds.mot.com,LAB-Wireless,44,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-35-60
zuk02-10-263,Intel Corp,14-AB-C5-E4-82-4D,B8-50-01-17-62-C4,AP3809-1762C4,10.132.96.142,N/A,host/zuk02-10-263.ds.mot.com,LAB-Wireless,36,EMEAZUK107,986,Unknown,eap,ccmp,B8-50-01-0C-87-90
zuk02-10-266,Intel Corp,14-AB-C5-E4-82-52,84-24-8D-1A-2F-B4,AP3303-1A2FB4,10.132.51.72,fe80::5194:375:85e1:1471,14-AB-C5-E4-82-52,LAB-Wireless,36,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-4B-90
zuk02-10-269,Intel Corp,14-AB-C5-E4-82-98,84-24-8D-1A-2F-B4,AP3303-1A2FB4,10.132.48.15,fe80::9c8c:c6ef:7041:81a1,14-AB-C5-E4-82-98,LAB-Wireless,36,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-4B-90
DESKTOP-LUATCG1,Intel Corp,14-AB-C5-E4-82-A7,B8-50-01-17-69-0E,AP3847-17690E,10.132.112.87,fe80::1955:255:8d7d:87aa,host/DESKTOP-LUATCG1.ds.mot.com,LAB-Wireless,44,EMEAZUK112,986,Unknown,eap,ccmp,B8-50-01-05-2D-80
E10129-840G3,Intel Corp,14-AB-C5-F5-BA-AE,84-24-8D-1A-F6-C8,AP0094-1AF6C8,10.2.116.23,N/A,host/E10129-840G3.ds.mot.com,LAB-Wireless,157,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-21-20
MQKX73-840G3,Intel Corp,14-AB-C5-F5-BB-30,84-24-8D-1B-2F-34,AP0006-1B2F34,10.2.119.63,fe80::3966:6774:470b:62c6,host/MQKX73-840G3.ds.mot.com,LAB-Wireless,116,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-30-60
NTWR78-840G3,Intel Corp,14-AB-C5-F5-BB-53,84-24-8D-1A-FA-84,AP0009-1AFA84,10.2.118.140,fe80::74d5:b235:37f8:7080,host/NTWR78-840G3.ds.mot.com,LAB-Wireless,100,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-12-60
DNCH36-840G3,Intel Corp,14-AB-C5-F5-BB-62,84-24-8D-1A-FE-64,AP0161-1AFE64,10.2.116.22,fe80::ad92:47f6:dd16:5ef0,host/DNCH36-840G3.ds.mot.com,LAB-Wireless,60,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-39-40
DFBV63-840G3,Intel Corp,14-AB-C5-F5-BB-6C,84-24-8D-1A-FE-C0,AP0016-1AFEC0,10.2.118.167,N/A,host/DFBV63-840G3.ds.mot.com,LAB-Wireless,149,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-40-00
NRGV83-840G3,Intel Corp,14-AB-C5-F5-BB-71,84-24-8D-1B-22-58,AP0115-1B2258,10.2.113.3,N/A,host/NRGV83-840G3.ds.mot.com,LAB-Wireless,44,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-4E-F0
GBP476-840G3,Intel Corp,14-AB-C5-F5-C0-08,84-24-8D-1A-FA-60,AP2344-1AFA60,10.10.30.30,N/A,host/GBP476-840G3.ds.mot.com,LAB-Wireless,36,AMERIL156,986,Unknown,eap,ccmp,84-24-8D-3F-21-E0
pdjx64-840g3,Intel Corp,14-AB-C5-F5-C4-6D,84-24-8D-1B-2E-AC,AP0146-1B2EAC,10.2.119.110,fe80::8ce2:ca4e:b9d9:8e6d,host/pdjx64-840g3.ds.mot.com,LAB-Wireless,36,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-69-50
DKCT46-02,Intel Corp,14-AB-C5-F5-D9-3F,84-24-8D-89-E6-F4,AP4662-89E6F4,10.224.161.192,fe80::357d:d412:e4ae:e318,host/DKCT46-02.ds.mot.com,LAB-Wireless,157,ASIAZSG43,986,Unknown,eap,ccmp,84-24-8D-CB-E4-C0
zuk02-10-250,Intel Corp,14-AB-C5-F6-A0-40,84-24-8D-1A-2F-C0,AP3307-1A2FC0,10.132.52.176,fe80::cdad:a166:8ebf:8214,host/zuk02-10-250.ds.mot.com,LAB-Wireless,44,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-4A-C0
zuk02-10-249,Intel Corp,14-AB-C5-F6-A1-B7,84-24-8D-1A-2F-C0,AP3307-1A2FC0,10.132.51.93,fe80::3c26:f834:b6fc:5d5a,host/zuk02-10-249.ds.mot.com,LAB-Wireless,11,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-CB-30
zuk02-10-253,Intel Corp,14-AB-C5-F6-A1-CB,84-24-8D-1A-2F-B4,AP3303-1A2FB4,10.132.54.24,fe80::20ad:863d:1875:9906,host/zuk02-10-253.ds.mot.com,LAB-Wireless,36,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-4B-90
zuk02-10-251,Intel Corp,14-AB-C5-F6-A2-1B,B8-50-01-17-67-65,AP3851-176765,10.132.128.64,fe80::fce5:4d0:d37e:8e88,host/zuk02-10-251.ds.mot.com,LAB-Wireless,1,EMEAZUK108,986,Unknown,eap,ccmp,B8-50-01-0B-93-10
zuk02-10-247,Intel Corp,14-AB-C5-F6-A2-2A,B8-50-01-17-65-71,AP3836-176571,10.132.120.86,fe80::197e:edf5:4458:babb,host/zuk02-10-247.ds.mot.com,LAB-Wireless,6,EMEAZUK113,986,Unknown,eap,ccmp,B8-50-01-0B-7D-70
zuk02-10-255,Intel Corp,14-AB-C5-F6-A2-3E,84-24-8D-1A-2F-44,AP3215-1A2F44,10.132.53.69,N/A,host/zuk02-10-255.ds.mot.com,LAB-Wireless,1,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-F3-60
zuk02-10-256,Intel Corp,14-AB-C5-F6-A2-4D,84-24-8D-1A-2E-6C,AP3258-1A2E6C,10.132.52.147,fe80::fda0:b7ba:74c6:cf7f,host/zuk02-10-256.ds.mot.com,LAB-Wireless,36,EMEAZUK02,986,Unknown,eap,ccmp,84-24-8D-38-2B-A0
VBHR74-02,Intel Corp,14-AB-C5-F6-A4-73,84-24-8D-89-E3-B4,AP4664-89E3B4,10.224.161.187,fe80::dd48:65e2:ee02:836c,host/VBHR74-02.ds.mot.com,LAB-Wireless,157,ASIAZSG43,986,Unknown,eap,ccmp,84-24-8D-CC-0E-30
vfrh47-840g3,Intel Corp,14-AB-C5-FA-4A-1A,84-24-8D-1B-2F-5C,AP0148-1B2F5C,10.2.114.173,fe80::599a:a571:72ab:9564,host/vfrh47-840g3.ds.mot.com,LAB-Wireless,108,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3F-6D-70
CJS073-840G3,Intel Corp,14-AB-C5-FA-50-D7,84-24-8D-1A-F5-5C,AP0106-1AF55C,10.2.117.184,fe80::e86b:d37c:7abc:8e9a,host/CJS073-840G3.ds.mot.com,LAB-Wireless,1,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3E-20-60
RGM876-840G3,Intel Corp,14-AB-C5-FA-51-5E,84-24-8D-1A-F6-4C,AP0099-1AF64C,10.2.113.177,fe80::5c9:ef58:53d4:407e,host/RGM876-840G3.ds.mot.com,LAB-Wireless,36,AMERIL01,986,Unknown,eap,ccmp,84-24-8D-3E-F7-90
APG028-02,Intel Corp,14-AB-C5-FB-9D-4D,84-24-8D-1B-86-D8,AP3049-1B86D8,10.171.51.2,fe80::59e5:81e1:e6fb:18cf,host/APG028-02.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-5D-60
DXVC86-02,Intel Corp,14-AB-C5-FB-9D-89,84-24-8D-1B-87-0C,AP3078-1B870C,10.171.63.166,fe80::4517:8063:1f0c:c714,host/DXVC86-02.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-41-FF-30
(null),Intel Corp,14-AB-C5-FB-9D-D4,84-24-8D-1B-86-B8,AP3089-1B85F8,0.0.0.0,N/A,host/VJNT84-02.ds.mot.com,LAB-Wireless,36,EMEAZPL13,986,Unknown,eap,ccmp,84-24-8D-42-4F-C0
CIG527-05,Intel Corp,14-AB-C5-FB-F8-BA,84-24-8D-89-E6-F4,AP4662-89E6F4,10.224.161.189,N/A,host/CIG527-05.ds.mot.com,LAB-Wireless,157,ASIAZSG43,986,Unknown,eap,ccmp,84-24-8D-CB-E4-C0
ZDK02-4G01,Intel Corp,14-AB-C5-FE-B9-15,84-24-8D-1A-30-24,AP3274-1A3024,10.172.10.79,fe80::48d2:cae0:141d:b60d,host/ZDK02-4G01.ds.mot.com,LAB-Wireless,36,EMEAZDK02,986,Unknown,eap,ccmp,84-24-8D-39-4F-C0
(null),Samsung Elec Ltd,14-BB-6E-D4-26-29,84-24-8D-1B-24-50,AP2362-1B2450,0.0.0.0,N/A,,M-Guest,11,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3E-13-E1
(null),Samsung Elec Ltd,14-BB-6E-D7-65-05,84-24-8D-1B-22-F0,AP2371-1B22F0,0.0.0.0,N/A,,M-Guest,100,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3E-F0-01
Yes-iPhone,Apple Inc,14-BD-61-96-F7-25,84-24-8D-1B-01-BC,AP2359-1B01BC,150.130.3.182,fe80::400:ecc8:bb5c:b151,,M-Guest,36,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-44-81
Drews-iPhone,Apple Inc,14-BD-61-97-E5-D0,84-24-8D-1A-F6-74,AP2104-1AF674,150.130.34.76,fe80::c64:1e0d:f76d:fc38,,M-Guest,100,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-3F-3A-D1
(null),Apple Inc,14-BD-61-98-32-CC,84-24-8D-1A-09-84,AP0135-1A0984,0.0.0.0,N/A,,M-Guest,6,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-DB-71
MadiWagrsiPhone,Apple Inc,14-BD-61-9B-EF-82,84-24-8D-1B-23-A8,AP2385-1B23A8,150.130.2.202,fe80::1080:c7d7:ec7f:ad7d,,M-Guest,132,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-5E-91
iPhone,Apple Inc,14-BD-61-9F-58-A2,84-24-8D-19-E1-4C,AP0126-19E14C,150.130.5.218,fe80::10d0:7c80:b823:b637,,M-Guest,157,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-38-01-31
iPhone,Apple Inc,14-BD-61-A0-9A-0B,84-24-8D-1B-01-38,AP1194-1B0138,150.130.8.106,fe80::1494:7a66:8e4c:30a0,,M-Guest,6,AMERCO20,164,Unknown,psk,ccmp,84-24-8D-3E-D5-C1
(null),Apple Inc,14-BD-61-A1-0C-DB,84-24-8D-1B-30-F8,AP0149-1B30F8,0.0.0.0,N/A,,M-Guest,1,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3E-E1-A1
Dilla,Apple Inc,14-BD-61-A6-6A-4F,84-24-8D-1B-7F-80,AP4197-1B7660,150.130.78.19,N/A,,M-Guest,157,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-42-1E-A1
(null),Apple Inc,14-BD-61-B0-05-2D,84-24-8D-1A-F8-90,AP1084-1AF890,0.0.0.0,N/A,,M-Guest,1,AMERCA67,164,Unknown,psk,ccmp,84-24-8D-3E-1C-F1
DeenaRosenfeld2,Apple Inc,14-BD-61-B2-8E-03,84-24-8D-1B-34-6C,AP2318-1B346C,150.130.1.114,fe80::9e:25d4:ae72:4609,,M-Guest,52,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-43-C1
(null),Apple Inc,14-BD-61-E0-8F-73,84-24-8D-1B-21-5C,AP0060-1B215C,0.0.0.0,N/A,,M-Guest,36,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-3F-1A-E1
NH,Apple Inc,14-BD-61-E3-D5-03,84-24-8D-1B-78-64,AP4482-1B7864,150.130.116.79,fe80::18c0:48c7:ef2b:fe92,,M-Guest,11,ASIAZCH141,164,Unknown,psk,ccmp,84-24-8D-40-BA-71
iPhone,Apple Inc,14-BD-61-EE-FC-64,84-24-8D-1A-0F-5C,AP1433-1B249C,150.130.7.30,fe80::1ca9:2270:4c58:9abe,,M-Guest,100,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3E-F5-41
OPPO-F7,14-C6-97,14-C6-97-C1-7B-49,84-24-8D-DF-7B-30,AP4646-DF7B30,150.130.65.81,fe80::e6ab:3439:d8fe:78de,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,74-67-F7-09-B6-51
OPPO-F7,14-C6-97,14-C6-97-C1-E8-E5,84-24-8D-1B-71-70,AP4212-1B7170,150.130.67.233,fe80::8483:ac56:9bd3:4f6d,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
OPPO-F7,14-C6-97,14-C6-97-C2-02-BD,84-24-8D-1B-71-70,AP4212-1B7170,150.130.66.204,fe80::d5c3:9b97:90f0:4d66,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
OPPO-F7,14-C6-97,14-C6-97-C2-07-15,84-24-8D-1B-75-EC,AP4219-1B75EC,150.130.67.13,fe80::69e8:5f53:e89b:1ca0,,M-Guest,44,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-42-2B-11
android-ca0b6779...,ASUSTeK Computer,14-DD-A9-37-AB-8B,84-24-8D-1B-81-F8,AP4180-1B81F8,150.130.79.145,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-D2-01
(null),ASUSTeK Computer,14-DD-A9-3C-D7-A5,84-24-8D-1B-83-8C,AP4194-1B838C,0.0.0.0,N/A,,M-Guest,11,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-F5-A1
android-d4e450db...,ASUSTeK Computer,14-DD-A9-46-F2-2C,84-24-8D-1B-24-74,AP1448-1B2474,150.130.8.204,N/A,,M-Guest,6,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-39-28-41
android-89136432...,ASUSTeK Computer,14-DD-A9-49-E5-C3,B8-50-01-17-67-2E,AP3817-17672E,150.130.100.142,N/A,,M-Guest,44,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-CB-71
(null),ASUSTeK Computer,14-DD-A9-A4-75-1D,84-24-8D-1B-82-70,AP4166-1B8270,65.90.77.89,N/A,,M-Guest,149,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-40-68-91
Mi4i-MiPhone,14-F6-5A,14-F6-5A-65-17-95,84-24-8D-89-DD-7C,AP4662-89E6F4,150.130.69.141,N/A,,M-Guest,157,ASIAZSG43,164,Unknown,psk,ccmp,84-24-8D-CB-E4-C1
(null),Sony Corp,18-00-2D-E9-C9-15,84-24-8D-1B-85-74,AP3012-1B8574,0.0.0.0,N/A,,M-Guest,36,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-5C-E1
(null),18-00-DB,18-00-DB-23-2A-0C,84-24-8D-89-DC-74,AP4653-89DC74-ZSG43,0.0.0.0,N/A,,M-Guest,6,ASIAZSG43,164,Unknown,psk,ccmp,84-24-8D-CC-4A-B1
android-21838bfb...,Samsung Elec Ltd,18-21-95-76-7E-A9,84-24-8D-DF-66-64,AP3494-DF6664,150.130.100.1,N/A,,M-Guest,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-41
android-824df852...,Samsung Elec Ltd,18-21-95-D6-0E-88,84-24-8D-1B-82-D4,AP4218-1B82D4,150.130.70.40,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-D1-81
android-7d97d042...,Samsung Elec Ltd,18-22-7E-BE-85-69,84-24-8D-1B-78-48,AP4414-1B7848,150.130.67.251,N/A,,M-Guest,149,ASIAZKR35,164,Unknown,psk,ccmp,84-24-8D-40-23-71
android-2e409027...,Samsung Elec Ltd,18-22-7E-EE-A0-0B,B8-50-01-74-17-B0,AP3575-7417B0,150.130.81.124,N/A,,M-Guest,6,EMEAZPL13,164,Unknown,psk,ccmp,B8-50-01-8F-32-11
android-25cd05a2...,18-31-BF,18-31-BF-8D-F6-DF,84-24-8D-1B-00-64,AP1382-1B0064,150.130.5.241,N/A,,M-Guest,11,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-3E-BA-01
(null),Apple Inc,18-34-51-91-7E-CC,84-24-8D-1B-1F-10,AP0103-1B1F10,0.0.0.0,N/A,,M-Guest,6,AMERIL01,164,Unknown,psk,ccmp,84-24-8D-37-FC-61
android-14c97f38...,Samsung Elec Ltd,18-3A-2D-61-13-A2,84-24-8D-1B-83-68,AP4202-1B8368,150.130.65.64,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-B1-91
android-b176ffd5...,Samsung Elec Ltd,18-3A-2D-A0-AE-0C,84-24-8D-1A-21-28,AP4604-1A2128,150.130.67.98,N/A,,M-Guest,6,ASIAZMY18,164,Unknown,psk,ccmp,84-24-8D-38-BF-31
android-75c96866...,Samsung Elec Ltd,18-3A-2D-A0-AE-CA,84-24-8D-1B-71-70,AP4212-1B7170,150.130.78.254,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
secmoto-PC,Intel Corp,18-3D-A2-00-55-5C,84-24-8D-19-E2-B8,AP2114-19E2B8,150.130.33.7,fe80::3011:cea0:4269:b46a,,M-Guest,44,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-37-B4-11
c5006c-11,Intel Corp,18-3D-A2-13-61-7C,84-24-8D-19-E1-04,AP1261-19E104-CO20,10.77.228.252,fe80::d15c:60ed:9978:9ade,C5006C@motorolasolutions.com,LAB-Wireless,36,AMERCO20,986,Unknown,eap,ccmp,84-24-8D-37-FD-80
C60020-11,Intel Corp,18-3D-A2-59-55-EC,84-24-8D-19-E1-04,AP1261-19E104-CO20,10.77.230.241,N/A,C60020@motorolasolutions.com,LAB-Wireless,36,AMERCO20,986,Unknown,eap,ccmp,84-24-8D-37-FD-80
(null),Intel Corp,18-3D-A2-6E-87-38,84-24-8D-1B-72-D0,AP4330-1B7240,0.0.0.0,N/A,,M-Guest,36,ASIAZMY11,164,Unknown,psk,ccmp,84-24-8D-42-25-81
Motorola-PC,Intel Corp,18-3D-A2-77-8F-20,74-67-F7-A4-77-CC,AP3532-A477CC,150.130.81.108,fe80::e4c6:3b17:3538:6d4e,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,74-67-F7-8B-26-11
secmoto-PC,Intel Corp,18-3D-A2-93-0E-98,84-24-8D-19-E2-B8,AP2114-19E2B8,150.130.36.227,fe80::b0a5:bef2:e9b5:8fc1,,M-Guest,44,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-37-B4-11
QRFB78-02,Intel Corp,18-3D-A2-96-67-30,84-24-8D-1B-7C-00,AP4442-1B7C00,10.192.129.159,fe80::a14c:28f8:2138:8f79,QRFB78@motorolasolutions.com,LAB-Wireless,157,ASIAZCH102,986,Unknown,eap,ccmp,84-24-8D-40-74-E0
Saleh-DELL-XPS,Hon Hai (Foxconn),18-4F-32-F7-FC-A9,84-24-8D-1B-02-0C,AP2108-1B020C,150.130.37.124,fe80::b9a0:6b35:4d3b:269c,,M-Guest,1,AMERIL157,164,Unknown,psk,ccmp,84-24-8D-3E-EB-D1
18-59-36-34-6D-C7,18-59-36,18-59-36-34-6D-C7,84-24-8D-1B-71-70,AP4212-1B7170,150.130.64.243,N/A,,M-Guest,1,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-AC-41
android-d3757fd5...,18-59-36,18-59-36-E5-C0-DE,84-24-8D-1B-72-BC,AP4071-1B72BC,150.130.69.181,N/A,,M-Guest,36,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-42-25-71
MXREYPF0ES4HY,Intel Corp,18-5E-0F-10-F8-F6,84-24-8D-1A-21-D8,AP4522-1A21D8-ZMX34,150.130.44.192,fe80::d96:834b:3ae0:b1e,,M-Guest,36,AMERZMX34,164,Unknown,psk,ccmp,84-24-8D-38-87-91
GBEEN09598019,Intel Corp,18-5E-0F-14-BB-F3,84-24-8D-1A-2F-F8,AP3257-1A2F88,150.130.100.120,N/A,,M-Guest,44,EMEAZUK02,164,Unknown,psk,ccmp,84-24-8D-39-4E-51
18-5E-0F-62-96-A7,Intel Corp,18-5E-0F-62-96-A7,84-24-8D-1B-24-A0,AP2360-1B24A0,150.130.13.23,fe80::1a5e:fff:fe62:96a7,,M-Guest,149,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3E-F4-01
cscpolah782428,Intel Corp,18-5E-0F-7D-17-84,74-67-F7-A4-79-80,AP3527-A47980,10.171.51.108,N/A,host/CSCPOLAH782428.ds.mot.com,LAB-Wireless,44,EMEAZPL13,986,Unknown,eap,ccmp,74-67-F7-8E-CE-80
Em-Work-laptop,Intel Corp,18-5E-0F-8E-4C-2A,84-24-8D-1A-2E-80,AP3309-1A2E80,150.130.99.22,fe80::298a:ca23:5f9b:eefa,,M-Guest,36,EMEAZUK02,164,Unknown,psk,ccmp,84-24-8D-38-38-D1
FRANKF-TB-5296,Intel Corp,18-5E-0F-AC-43-47,84-24-8D-1B-2D-58,AP1284-1B2D58,150.130.11.153,N/A,,M-Guest,149,AMERMD10,164,Unknown,psk,ccmp,84-24-8D-3F-48-61
KEITH-TB-5298,Intel Corp,18-5E-0F-AC-43-60,84-24-8D-1B-2D-58,AP1284-1B2D58,150.130.10.189,fe80::814c:3983:d585:2b09,,M-Guest,149,AMERMD10,164,Unknown,psk,ccmp,84-24-8D-3F-48-61
18-60-24-62-76-8E,18-60-24,18-60-24-62-76-8E,84-24-8D-1A-F6-08,AP1080-1AF608,150.130.45.106,fe80::1a60:24ff:fe62:768e,,M-Guest,11,AMERDC06,164,Unknown,psk,ccmp,84-24-8D-3E-28-31
Jotapan-iPhone,Apple Inc,18-65-90-00-8F-CF,84-24-8D-1B-85-C0,AP3029-1B85C0,150.130.83.217,fe80::c08:169:ce62:696e,,M-Guest,44,EMEAZPL13,164,Unknown,psk,ccmp,84-24-8D-42-4D-91
Springboks,Apple Inc,18-65-90-01-CE-91,84-24-8D-DF-66-64,AP3494-DF6664,150.130.97.34,fe80::14cc:e1de:cf15:578e,,M-Guest,11,EMEAZUK120,164,Unknown,psk,ccmp,74-67-F7-09-32-41
(null),Apple Inc,18-65-90-07-CF-A0,84-24-8D-1B-7B-D8,AP4432-1B7BD8-QUB14,0.0.0.0,N/A,,M-Guest,149,AMERQUB14,164,Unknown,psk,ccmp,84-24-8D-46-80-C1
(null),Apple Inc,18-65-90-0A-13-4C,84-24-8D-1B-83-30,AP4128-1B8330,0.0.0.0,N/A,,M-Guest,6,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-3F-F2-61
YP,Apple Inc,18-65-90-15-4C-82,84-24-8D-89-DD-10,AP4656-89DD10,150.130.70.22,fe80::463:ac46:5500:51b3,,M-Guest,36,ASIAZSG43,164,Unknown,psk,ccmp,84-24-8D-CF-1B-41
Solos-iPhone,Apple Inc,18-65-90-15-74-9E,84-24-8D-1B-23-A8,AP2385-1B23A8,150.130.5.1,fe80::14b7:ccc4:da74:8932,,M-Guest,132,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-5E-91
jamess-iPhone,Apple Inc,18-65-90-1C-D6-19,B8-50-01-17-62-C4,AP3809-1762C4,150.130.99.204,N/A,,M-Guest,36,EMEAZUK107,164,Unknown,psk,ccmp,B8-50-01-0C-87-91
elicekdcsiPhone,Apple Inc,18-65-90-1C-F0-11,84-24-8D-1A-0F-5C,AP1496-1A0F5C,150.130.10.119,fe80::482:11b6:d057:46ad,,M-Guest,11,AMERFL08,164,Unknown,psk,ccmp,84-24-8D-37-E4-E1
tpq837s-iPhone,Apple Inc,18-65-90-1D-28-07,84-24-8D-1B-83-98,AP4126-1B8398,150.130.74.56,fe80::bc:c96:8271:b3a9,,M-Guest,157,ASIAZMY33,164,Unknown,psk,ccmp,84-24-8D-41-E7-F1
Nolan-iPhone7,Apple Inc,18-65-90-1D-AB-27,84-24-8D-1B-23-A8,AP2385-1B23A8,150.130.13.10,fe80::1487:cfdd:3e3a:19c9,,M-Guest,132,AMERIL156,164,Unknown,psk,ccmp,84-24-8D-3F-5E-91
